,open,high,low,close,adjclose,volume,ticker
2019-10-30,23.6200008392334,23.75,23.450000762939453,23.559999465942383,23.559999465942383,86349,TMV.DE
2019-10-31,23.790000915527344,23.799999237060547,23.549999237060547,23.65999984741211,23.65999984741211,138677,TMV.DE
2019-11-01,23.799999237060547,24.399999618530273,23.6200008392334,24.209999084472656,24.209999084472656,93541,TMV.DE
2019-11-04,24.899999618530273,24.899999618530273,24.299999237060547,24.709999084472656,24.709999084472656,280970,TMV.DE
2019-11-05,24.760000228881836,24.760000228881836,24.219999313354492,24.309999465942383,24.309999465942383,176676,TMV.DE
2019-11-06,24.610000610351562,24.780000686645508,24.219999313354492,24.549999237060547,24.549999237060547,181031,TMV.DE
2019-11-07,24.690000534057617,25.100000381469727,24.549999237060547,25.0,25.0,132811,TMV.DE
2019-11-08,25.09000015258789,25.40999984741211,24.81999969482422,25.100000381469727,25.100000381469727,86413,TMV.DE
2019-11-11,26.0,27.0,25.610000610351562,26.0,26.0,874746,TMV.DE
2019-11-12,26.530000686645508,26.899999618530273,26.31999969482422,26.56999969482422,26.56999969482422,612892,TMV.DE
2019-11-13,26.93000030517578,27.479999542236328,26.3799991607666,26.649999618530273,26.649999618530273,416513,TMV.DE
2019-11-14,26.809999465942383,26.84000015258789,25.709999084472656,25.799999237060547,25.799999237060547,291119,TMV.DE
2019-11-15,25.920000076293945,26.360000610351562,25.829999923706055,26.0,26.0,223758,TMV.DE
2019-11-18,26.15999984741211,26.15999984741211,24.850000381469727,24.860000610351562,24.860000610351562,272835,TMV.DE
2019-11-19,25.100000381469727,25.649999618530273,24.8799991607666,25.5,25.5,324870,TMV.DE
2019-11-20,25.559999465942383,25.65999984741211,24.329999923706055,24.579999923706055,24.579999923706055,243424,TMV.DE
2019-11-21,24.65999984741211,24.850000381469727,24.239999771118164,24.670000076293945,24.670000076293945,188285,TMV.DE
2019-11-22,24.770000457763672,25.510000228881836,24.670000076293945,25.030000686645508,25.030000686645508,143080,TMV.DE
2019-11-25,25.09000015258789,25.450000762939453,25.049999237060547,25.260000228881836,25.260000228881836,135850,TMV.DE
2019-11-26,25.450000762939453,25.479999542236328,24.93000030517578,25.209999084472656,25.209999084472656,184461,TMV.DE
2019-11-27,25.5,25.81999969482422,25.350000381469727,25.75,25.75,272377,TMV.DE
2019-11-28,25.950000762939453,26.030000686645508,25.770000457763672,25.899999618530273,25.899999618530273,201435,TMV.DE
2019-11-29,25.979999542236328,25.989999771118164,25.670000076293945,25.93000030517578,25.93000030517578,280858,TMV.DE
2019-12-02,26.18000030517578,26.200000762939453,25.399999618530273,25.469999313354492,25.469999313354492,273553,TMV.DE
2019-12-03,25.899999618530273,25.979999542236328,25.020000457763672,25.280000686645508,25.280000686645508,299867,TMV.DE
2019-12-04,25.56999969482422,26.020000457763672,25.360000610351562,26.020000457763672,26.020000457763672,290654,TMV.DE
2019-12-05,26.299999237060547,26.299999237060547,25.81999969482422,25.889999389648438,25.889999389648438,318537,TMV.DE
2019-12-06,26.0,26.299999237060547,25.920000076293945,26.280000686645508,26.280000686645508,319641,TMV.DE
2019-12-09,26.700000762939453,27.110000610351562,26.549999237060547,27.110000610351562,27.110000610351562,501930,TMV.DE
2019-12-10,27.260000228881836,27.950000762939453,27.100000381469727,27.950000762939453,27.950000762939453,581495,TMV.DE
2019-12-11,28.079999923706055,29.440000534057617,28.049999237060547,28.889999389648438,28.889999389648438,806963,TMV.DE
2019-12-12,29.200000762939453,29.25,28.40999984741211,28.799999237060547,28.799999237060547,370970,TMV.DE
2019-12-13,29.040000915527344,29.100000381469727,28.479999542236328,28.540000915527344,28.540000915527344,234672,TMV.DE
2019-12-16,28.899999618530273,29.049999237060547,28.700000762939453,29.049999237060547,29.049999237060547,326151,TMV.DE
2019-12-17,29.200000762939453,29.59000015258789,29.030000686645508,29.459999084472656,29.459999084472656,360412,TMV.DE
2019-12-18,29.5,29.989999771118164,29.350000381469727,29.790000915527344,29.790000915527344,377597,TMV.DE
2019-12-19,30.0,30.100000381469727,29.399999618530273,29.899999618530273,29.899999618530273,280605,TMV.DE
2019-12-20,29.899999618530273,30.559999465942383,29.690000534057617,30.270000457763672,30.270000457763672,1862880,TMV.DE
2019-12-23,30.350000381469727,31.360000610351562,30.299999237060547,30.989999771118164,30.989999771118164,320222,TMV.DE
2019-12-27,31.510000228881836,32.9900016784668,31.510000228881836,32.650001525878906,32.650001525878906,489589,TMV.DE
2019-12-30,33.0,33.150001525878906,31.600000381469727,31.8799991607666,31.8799991607666,372699,TMV.DE
2020-01-02,32.02000045776367,32.099998474121094,31.1200008392334,31.329999923706055,31.329999923706055,487318,TMV.DE
2020-01-03,31.350000381469727,31.520000457763672,30.190000534057617,30.510000228881836,30.510000228881836,533744,TMV.DE
2020-01-06,30.059999465942383,30.350000381469727,28.8799991607666,29.399999618530273,29.399999618530273,637590,TMV.DE
2020-01-07,29.809999465942383,30.0,28.920000076293945,29.530000686645508,29.530000686645508,534573,TMV.DE
2020-01-08,29.200000762939453,30.079999923706055,29.110000610351562,29.729999542236328,29.729999542236328,224501,TMV.DE
2020-01-09,30.450000762939453,30.81999969482422,29.860000610351562,30.6299991607666,30.6299991607666,408300,TMV.DE
2020-01-10,30.889999389648438,31.75,30.81999969482422,31.219999313354492,31.219999313354492,246029,TMV.DE
2020-01-13,31.309999465942383,32.849998474121094,30.850000381469727,30.93000030517578,30.93000030517578,503673,TMV.DE
2020-01-14,31.0,31.010000228881836,30.170000076293945,30.610000610351562,30.610000610351562,379198,TMV.DE
2020-01-15,30.760000228881836,31.90999984741211,30.68000030517578,31.799999237060547,31.799999237060547,631394,TMV.DE
2020-01-16,32.04999923706055,33.04999923706055,32.0,32.09000015258789,32.09000015258789,621537,TMV.DE
2020-01-17,32.47999954223633,32.630001068115234,32.0,32.0,32.0,343763,TMV.DE
2020-01-20,32.099998474121094,32.380001068115234,31.6299991607666,31.829999923706055,31.829999923706055,275397,TMV.DE
2020-01-21,31.5,32.04999923706055,31.270000457763672,32.04999923706055,32.04999923706055,414992,TMV.DE
2020-01-22,32.099998474121094,33.0,32.0099983215332,33.0,33.0,411633,TMV.DE
2020-01-23,32.9900016784668,33.040000915527344,32.060001373291016,32.189998626708984,32.189998626708984,317071,TMV.DE
2020-01-24,32.70000076293945,33.22999954223633,32.5099983215332,32.869998931884766,32.869998931884766,244305,TMV.DE
2020-01-27,32.400001525878906,32.650001525878906,31.700000762939453,31.950000762939453,31.950000762939453,237329,TMV.DE
2020-01-28,32.130001068115234,32.18000030517578,31.149999618530273,31.780000686645508,31.780000686645508,403654,TMV.DE
2020-01-29,31.770000457763672,32.619998931884766,31.770000457763672,32.31999969482422,32.31999969482422,310694,TMV.DE
2020-01-30,31.850000381469727,32.599998474121094,31.850000381469727,32.279998779296875,32.279998779296875,301157,TMV.DE
2020-01-31,32.599998474121094,33.02000045776367,32.02000045776367,32.40999984741211,32.40999984741211,541266,TMV.DE
2020-02-03,32.290000915527344,32.61000061035156,31.219999313354492,31.770000457763672,31.770000457763672,495699,TMV.DE
2020-02-04,32.20000076293945,32.9900016784668,32.099998474121094,32.7599983215332,32.7599983215332,381743,TMV.DE
2020-02-05,32.900001525878906,32.9900016784668,32.130001068115234,32.720001220703125,32.720001220703125,471406,TMV.DE
2020-02-06,32.900001525878906,32.939998626708984,31.709999084472656,31.899999618530273,31.899999618530273,596551,TMV.DE
2020-02-07,32.400001525878906,32.400001525878906,31.350000381469727,31.600000381469727,31.600000381469727,417246,TMV.DE
2020-02-10,32.400001525878906,32.54999923706055,29.260000228881836,31.739999771118164,31.739999771118164,1802374,TMV.DE
2020-02-11,31.899999618530273,32.720001220703125,31.799999237060547,32.38999938964844,32.38999938964844,794279,TMV.DE
2020-02-12,32.5,32.939998626708984,32.33000183105469,32.380001068115234,32.380001068115234,452735,TMV.DE
2020-02-13,32.65999984741211,32.75,31.729999542236328,32.099998474121094,32.099998474121094,397840,TMV.DE
2020-02-14,32.29999923706055,32.4900016784668,31.6200008392334,31.920000076293945,31.920000076293945,401062,TMV.DE
2020-02-17,32.0,32.04999923706055,31.40999984741211,31.700000762939453,31.700000762939453,267295,TMV.DE
2020-02-18,31.450000762939453,31.760000228881836,31.06999969482422,31.18000030517578,31.18000030517578,423692,TMV.DE
2020-02-19,31.200000762939453,31.639999389648438,30.850000381469727,31.530000686645508,31.530000686645508,494852,TMV.DE
2020-02-20,31.559999465942383,31.600000381469727,30.579999923706055,30.600000381469727,30.600000381469727,440799,TMV.DE
2020-02-21,30.59000015258789,30.59000015258789,29.989999771118164,30.040000915527344,30.040000915527344,501257,TMV.DE
2020-02-24,29.0,30.299999237060547,27.149999618530273,30.010000228881836,30.010000228881836,1244391,TMV.DE
2020-02-25,30.100000381469727,30.229999542236328,28.600000381469727,29.100000381469727,29.100000381469727,723395,TMV.DE
2020-02-26,28.40999984741211,29.520000457763672,28.270000457763672,29.100000381469727,29.100000381469727,664679,TMV.DE
2020-02-27,29.0,30.190000534057617,28.5,29.8799991607666,29.8799991607666,977020,TMV.DE
2020-02-28,28.90999984741211,32.400001525878906,28.739999771118164,32.150001525878906,32.150001525878906,1586568,TMV.DE
2020-03-02,33.0,35.81999969482422,32.40999984741211,35.689998626708984,35.689998626708984,2161773,TMV.DE
2020-03-03,37.060001373291016,37.22999954223633,33.29999923706055,34.939998626708984,34.939998626708984,1616498,TMV.DE
2020-03-04,33.099998474121094,34.25,32.560001373291016,34.25,34.25,2467556,TMV.DE
2020-03-05,34.5,35.31999969482422,34.27000045776367,35.02000045776367,35.02000045776367,1221096,TMV.DE
2020-03-06,34.52000045776367,34.9900016784668,32.04999923706055,33.16999816894531,33.16999816894531,1294695,TMV.DE
2020-03-09,30.399999618530273,31.81999969482422,29.360000610351562,31.09000015258789,31.09000015258789,1128764,TMV.DE
2020-03-10,31.399999618530273,31.65999984741211,28.899999618530273,29.06999969482422,29.06999969482422,941631,TMV.DE
2020-03-11,29.299999237060547,30.06999969482422,28.959999084472656,29.239999771118164,29.239999771118164,839149,TMV.DE
2020-03-12,27.059999465942383,27.719999313354492,25.110000610351562,25.770000457763672,25.770000457763672,1270043,TMV.DE
2020-03-13,27.0,27.899999618530273,25.299999237060547,26.010000228881836,26.010000228881836,732364,TMV.DE
2020-03-16,26.219999313354492,27.389999389648438,22.299999237060547,26.3799991607666,26.3799991607666,1029840,TMV.DE
2020-03-17,27.850000381469727,27.90999984741211,24.010000228881836,24.809999465942383,24.809999465942383,715240,TMV.DE
2020-03-18,25.0,26.0,24.850000381469727,25.530000686645508,25.530000686645508,772484,TMV.DE
2020-03-19,27.0,30.469999313354492,25.850000381469727,29.559999465942383,29.559999465942383,979638,TMV.DE
2020-03-20,31.799999237060547,33.119998931884766,29.200000762939453,30.469999313354492,30.469999313354492,4743100,TMV.DE
2020-03-23,29.75,30.639999389648438,28.6200008392334,29.510000228881836,29.510000228881836,782679,TMV.DE
2020-03-24,32.5,33.400001525878906,30.860000610351562,31.6299991607666,31.6299991607666,1053011,TMV.DE
2020-03-25,33.20000076293945,33.25,30.0,31.700000762939453,31.700000762939453,772612,TMV.DE
2020-03-26,31.799999237060547,33.90999984741211,31.520000457763672,33.90999984741211,33.90999984741211,552179,TMV.DE
2020-03-27,33.93000030517578,34.59000015258789,33.439998626708984,34.5,34.5,565978,TMV.DE
2020-03-30,34.970001220703125,36.9900016784668,34.849998474121094,36.79999923706055,36.79999923706055,663230,TMV.DE
2020-03-31,37.13999938964844,38.65999984741211,35.619998931884766,36.38999938964844,36.38999938964844,810464,TMV.DE
2020-04-01,35.755001068115234,37.4900016784668,33.88999938964844,37.400001525878906,37.400001525878906,776199,TMV.DE
2020-04-02,37.23500061035156,38.75,35.904998779296875,38.39500045776367,38.39500045776367,529738,TMV.DE
2020-04-03,38.564998626708984,39.400001525878906,37.255001068115234,38.91999816894531,38.91999816894531,543634,TMV.DE
2020-04-06,40.08000183105469,40.400001525878906,36.86000061035156,37.1349983215332,37.1349983215332,739570,TMV.DE
2020-04-07,37.900001525878906,38.060001373291016,34.099998474121094,35.4900016784668,35.4900016784668,1211692,TMV.DE
2020-04-08,35.0,37.650001525878906,34.970001220703125,37.599998474121094,37.599998474121094,623917,TMV.DE
2020-04-09,37.82500076293945,38.0,35.89500045776367,36.75,36.75,549987,TMV.DE
2020-04-14,37.7400016784668,38.30500030517578,37.25,38.30500030517578,38.30500030517578,626729,TMV.DE
2020-04-15,38.0,39.849998474121094,37.439998626708984,39.43000030517578,39.43000030517578,693059,TMV.DE
2020-04-16,39.70500183105469,41.09000015258789,38.744998931884766,40.94499969482422,40.94499969482422,613401,TMV.DE
2020-04-17,41.51499938964844,41.529998779296875,38.65999984741211,39.75,39.75,881321,TMV.DE
2020-04-20,40.1349983215332,41.95500183105469,40.02000045776367,41.875,41.875,541240,TMV.DE
2020-04-21,41.68000030517578,41.94499969482422,39.16999816894531,39.16999816894531,39.16999816894531,539752,TMV.DE
2020-04-22,39.744998931884766,42.58000183105469,39.5,42.17499923706055,42.17499923706055,700587,TMV.DE
2020-04-23,42.529998779296875,42.71500015258789,41.35499954223633,41.7599983215332,41.7599983215332,562615,TMV.DE
2020-04-24,41.40999984741211,42.17499923706055,40.77000045776367,41.6349983215332,41.6349983215332,356132,TMV.DE
2020-04-27,42.0,43.400001525878906,41.654998779296875,42.005001068115234,42.005001068115234,517548,TMV.DE
2020-04-28,42.36000061035156,43.279998779296875,41.0,41.34000015258789,41.34000015258789,436902,TMV.DE
2020-04-29,41.6150016784668,42.0,39.529998779296875,39.82500076293945,39.82500076293945,711710,TMV.DE
2020-04-30,40.0,40.5099983215332,37.23500061035156,39.599998474121094,39.599998474121094,747889,TMV.DE
2020-05-04,39.41999816894531,40.77000045776367,38.505001068115234,40.31999969482422,40.31999969482422,524416,TMV.DE
2020-05-05,40.900001525878906,41.529998779296875,40.5,41.529998779296875,41.529998779296875,494094,TMV.DE
2020-05-06,42.165000915527344,43.17499923706055,41.71500015258789,42.71500015258789,42.71500015258789,466326,TMV.DE
2020-05-07,43.869998931884766,44.79999923706055,42.540000915527344,43.2599983215332,43.2599983215332,626657,TMV.DE
2020-05-08,43.5,43.849998474121094,42.560001373291016,42.65999984741211,42.65999984741211,379925,TMV.DE
2020-05-11,43.28499984741211,44.19499969482422,42.48500061035156,43.0,43.0,923214,TMV.DE
2020-05-12,42.994998931884766,44.97999954223633,40.6150016784668,44.0,44.0,1287447,TMV.DE
2020-05-13,43.775001525878906,45.650001525878906,42.939998626708984,45.15999984741211,45.15999984741211,1030966,TMV.DE
2020-05-14,41.79999923706055,42.95000076293945,40.72999954223633,41.5,41.5,3705147,TMV.DE
2020-05-15,42.29999923706055,42.654998779296875,41.255001068115234,42.42499923706055,42.42499923706055,974081,TMV.DE
2020-05-18,43.0,43.29999923706055,41.82500076293945,41.96500015258789,41.96500015258789,1812433,TMV.DE
2020-05-19,42.45000076293945,42.54999923706055,40.900001525878906,42.54999923706055,42.54999923706055,1235822,TMV.DE
2020-05-20,42.75,44.165000915527344,42.439998626708984,43.55500030517578,43.55500030517578,860313,TMV.DE
2020-05-21,43.720001220703125,44.36000061035156,43.44499969482422,43.75,43.75,435210,TMV.DE
2020-05-22,43.494998931884766,45.755001068115234,43.20000076293945,44.70000076293945,44.70000076293945,978709,TMV.DE
2020-05-25,45.7599983215332,46.040000915527344,45.15999984741211,45.8849983215332,45.8849983215332,729469,TMV.DE
2020-05-26,46.279998779296875,47.75,44.83000183105469,45.21500015258789,45.21500015258789,854089,TMV.DE
2020-05-27,44.880001068115234,45.150001525878906,41.529998779296875,42.41999816894531,42.41999816894531,1874812,TMV.DE
2020-05-28,42.845001220703125,44.400001525878906,42.5099983215332,44.310001373291016,44.310001373291016,1078255,TMV.DE
2020-05-29,44.290000915527344,45.939998626708984,43.130001068115234,45.755001068115234,45.755001068115234,12431312,TMV.DE
2020-06-02,46.814998626708984,48.06999969482422,46.3849983215332,48.06999969482422,48.06999969482422,1404338,TMV.DE
2020-06-03,48.224998474121094,48.494998931884766,46.435001373291016,46.6349983215332,46.6349983215332,878848,TMV.DE
2020-06-04,46.599998474121094,47.0,45.56999969482422,46.165000915527344,46.165000915527344,787059,TMV.DE
2020-06-05,45.400001525878906,45.400001525878906,43.255001068115234,43.525001525878906,43.525001525878906,1273152,TMV.DE
2020-06-08,43.540000915527344,43.7400016784668,41.25,43.400001525878906,43.400001525878906,1035363,TMV.DE
2020-06-09,43.40999984741211,45.0,42.82500076293945,44.01499938964844,44.01499938964844,735675,TMV.DE
2020-06-10,44.560001373291016,44.86000061035156,43.400001525878906,44.16999816894531,44.16999816894531,636049,TMV.DE
2020-06-11,43.88999938964844,44.79999923706055,43.349998474121094,43.54999923706055,43.54999923706055,451758,TMV.DE
2020-06-12,43.20000076293945,43.29999923706055,41.84000015258789,42.529998779296875,42.529998779296875,579343,TMV.DE
2020-06-15,42.27000045776367,44.29999923706055,41.93000030517578,43.459999084472656,43.459999084472656,652342,TMV.DE
2020-06-16,44.54999923706055,45.38999938964844,43.11000061035156,45.369998931884766,45.369998931884766,526119,TMV.DE
2020-06-17,45.400001525878906,46.5,45.16999816894531,46.310001373291016,46.310001373291016,622856,TMV.DE
2020-06-18,46.29999923706055,47.45000076293945,46.119998931884766,47.04999923706055,47.04999923706055,455316,TMV.DE
2020-06-19,47.189998626708984,47.880001068115234,46.810001373291016,47.439998626708984,47.439998626708984,1497136,TMV.DE
2020-06-22,47.130001068115234,47.459999084472656,45.77000045776367,47.400001525878906,47.400001525878906,465837,TMV.DE
2020-06-23,47.70000076293945,48.36000061035156,46.630001068115234,47.619998931884766,47.619998931884766,507581,TMV.DE
2020-06-24,47.70000076293945,48.2599983215332,46.7400016784668,47.7400016784668,47.7400016784668,398660,TMV.DE
2020-06-25,47.599998474121094,48.77000045776367,46.7400016784668,48.09000015258789,48.09000015258789,709783,TMV.DE
2020-06-26,48.41999816894531,48.52000045776367,47.060001373291016,47.63999938964844,47.63999938964844,641334,TMV.DE
2020-06-29,47.83000183105469,47.83000183105469,45.0099983215332,45.86000061035156,45.86000061035156,726566,TMV.DE
2020-06-30,46.5099983215332,48.779998779296875,46.220001220703125,48.599998474121094,48.599998474121094,753679,TMV.DE
2020-07-01,48.79999923706055,49.470001220703125,48.25,49.470001220703125,49.470001220703125,440183,TMV.DE
2020-07-02,49.599998474121094,51.63999938964844,49.0,51.20000076293945,51.20000076293945,811752,TMV.DE
2020-07-03,51.20000076293945,52.31999969482422,51.08000183105469,51.47999954223633,51.47999954223633,434531,TMV.DE
2020-07-06,52.47999954223633,52.959999084472656,51.0,51.65999984741211,51.65999984741211,498756,TMV.DE
2020-07-07,51.65999984741211,52.060001373291016,50.560001373291016,51.86000061035156,51.86000061035156,528906,TMV.DE
2020-07-08,52.0,53.20000076293945,51.08000183105469,51.70000076293945,51.70000076293945,820967,TMV.DE
2020-07-09,52.279998779296875,54.86000061035156,51.7599983215332,53.619998931884766,53.619998931884766,695339,TMV.DE
2020-07-10,53.13999938964844,53.560001373291016,51.13999938964844,51.18000030517578,51.18000030517578,668452,TMV.DE
2020-07-13,52.0,52.7400016784668,51.119998931884766,51.439998626708984,51.439998626708984,457477,TMV.DE
2020-07-14,50.41999816894531,50.5,49.02000045776367,50.380001068115234,50.380001068115234,772190,TMV.DE
2020-07-15,50.97999954223633,51.2400016784668,43.20000076293945,46.650001525878906,46.650001525878906,2203322,TMV.DE
2020-07-16,47.310001373291016,48.459999084472656,46.5,47.630001068115234,47.630001068115234,1005007,TMV.DE
2020-07-17,48.02000045776367,49.380001068115234,47.400001525878906,48.939998626708984,48.939998626708984,889419,TMV.DE
2020-07-20,48.470001220703125,48.9900016784668,46.65999984741211,48.54999923706055,48.54999923706055,862636,TMV.DE
2020-07-21,48.689998626708984,49.25,47.7599983215332,47.79999923706055,47.79999923706055,695753,TMV.DE
2020-07-22,47.81999969482422,49.369998931884766,47.790000915527344,48.630001068115234,48.630001068115234,780109,TMV.DE
2020-07-23,48.70000076293945,48.7400016784668,47.45000076293945,47.83000183105469,47.83000183105469,683611,TMV.DE
2020-07-24,47.0,47.27000045776367,45.08000183105469,45.81999969482422,45.81999969482422,578173,TMV.DE
2020-07-27,46.20000076293945,47.720001220703125,45.90999984741211,46.90999984741211,46.90999984741211,376239,TMV.DE
2020-07-28,47.400001525878906,47.68000030517578,46.220001220703125,46.220001220703125,46.220001220703125,376280,TMV.DE
2020-07-29,46.20000076293945,47.34000015258789,46.02000045776367,46.689998626708984,46.689998626708984,334623,TMV.DE
2020-07-30,46.84000015258789,47.38999938964844,43.380001068115234,44.25,44.25,709999,TMV.DE
2020-07-31,44.380001068115234,46.459999084472656,44.380001068115234,45.75,45.75,595290,TMV.DE
2020-08-03,45.959999084472656,47.369998931884766,45.380001068115234,47.22999954223633,47.22999954223633,536040,TMV.DE
2020-08-04,47.880001068115234,48.5,43.439998626708984,43.45000076293945,43.45000076293945,1578494,TMV.DE
2020-08-05,44.380001068115234,45.029998779296875,43.75,43.91999816894531,43.91999816894531,705811,TMV.DE
2020-08-06,44.20000076293945,44.79999923706055,43.52000045776367,43.709999084472656,43.709999084472656,539000,TMV.DE
2020-08-07,43.61000061035156,43.79999923706055,41.7599983215332,43.0,43.0,704407,TMV.DE
2020-08-10,43.0,43.0,41.38999938964844,41.630001068115234,41.630001068115234,678295,TMV.DE
2020-08-11,41.75,42.900001525878906,41.52000045776367,42.630001068115234,42.630001068115234,659964,TMV.DE
2020-08-12,42.5,43.36000061035156,42.0099983215332,43.36000061035156,43.36000061035156,537472,TMV.DE
2020-08-13,43.209999084472656,44.33000183105469,42.84000015258789,44.16999816894531,44.16999816894531,544866,TMV.DE
2020-08-14,44.400001525878906,44.58000183105469,43.290000915527344,44.04999923706055,44.04999923706055,507653,TMV.DE
2020-08-17,43.900001525878906,45.11000061035156,43.52000045776367,44.630001068115234,44.630001068115234,377925,TMV.DE
2020-08-18,44.869998931884766,44.869998931884766,43.709999084472656,44.209999084472656,44.209999084472656,302360,TMV.DE
2020-08-19,43.9900016784668,44.279998779296875,43.18000030517578,43.45000076293945,43.45000076293945,354060,TMV.DE
2020-08-20,43.470001220703125,44.52000045776367,42.900001525878906,44.209999084472656,44.209999084472656,409511,TMV.DE
2020-08-21,44.43000030517578,45.189998626708984,44.02000045776367,45.15999984741211,45.15999984741211,632920,TMV.DE
2020-08-24,45.2599983215332,46.040000915527344,44.06999969482422,44.13999938964844,44.13999938964844,478891,TMV.DE
2020-08-25,44.2599983215332,44.810001373291016,43.65999984741211,44.290000915527344,44.290000915527344,323265,TMV.DE
2020-08-26,44.119998931884766,45.099998474121094,44.029998779296875,45.099998474121094,45.099998474121094,293861,TMV.DE
2020-08-27,45.369998931884766,46.16999816894531,45.060001373291016,45.34000015258789,45.34000015258789,545992,TMV.DE
2020-08-28,45.20000076293945,45.36000061035156,44.060001373291016,45.279998779296875,45.279998779296875,310668,TMV.DE
2020-08-31,45.41999816894531,45.790000915527344,45.189998626708984,45.369998931884766,45.369998931884766,354785,TMV.DE
2020-09-01,46.279998779296875,46.90999984741211,45.04999923706055,45.04999923706055,45.04999923706055,740713,TMV.DE
2020-09-02,45.650001525878906,45.95000076293945,43.81999969482422,44.04999923706055,44.04999923706055,891985,TMV.DE
2020-09-03,44.5,44.900001525878906,41.599998474121094,41.599998474121094,41.599998474121094,977283,TMV.DE
2020-09-04,41.54999923706055,42.58000183105469,40.08000183105469,40.560001373291016,40.560001373291016,958531,TMV.DE
2020-09-07,40.630001068115234,41.88999938964844,40.43000030517578,41.5,41.5,492425,TMV.DE
2020-09-08,41.599998474121094,41.72999954223633,39.400001525878906,40.68000030517578,40.68000030517578,787091,TMV.DE
2020-09-09,40.36000061035156,41.77000045776367,40.02000045776367,41.47999954223633,41.47999954223633,471254,TMV.DE
2020-09-10,41.5,41.77000045776367,41.04999923706055,41.41999816894531,41.41999816894531,425727,TMV.DE
2020-09-11,41.130001068115234,41.41999816894531,39.9900016784668,40.43000030517578,40.43000030517578,374842,TMV.DE
2020-09-14,40.59000015258789,41.65999984741211,40.5099983215332,41.4900016784668,41.4900016784668,342847,TMV.DE
2020-09-15,41.5,42.22999954223633,41.5,41.61000061035156,41.61000061035156,311999,TMV.DE
2020-09-16,41.93000030517578,42.20000076293945,41.5,41.689998626708984,41.689998626708984,248133,TMV.DE
2020-09-17,41.09000015258789,41.22999954223633,40.400001525878906,41.130001068115234,41.130001068115234,291474,TMV.DE
2020-09-18,41.79999923706055,42.7599983215332,41.7599983215332,42.529998779296875,42.529998779296875,1038636,TMV.DE
2020-09-21,42.459999084472656,43.279998779296875,41.20000076293945,42.22999954223633,42.22999954223633,495577,TMV.DE
2020-09-22,42.66999816894531,43.56999969482422,42.59000015258789,42.939998626708984,42.939998626708984,385752,TMV.DE
2020-09-23,43.5,44.060001373291016,42.81999969482422,43.18000030517578,43.18000030517578,530223,TMV.DE
2020-09-24,42.869998931884766,43.099998474121094,41.540000915527344,41.849998474121094,41.849998474121094,491198,TMV.DE
2020-09-25,41.849998474121094,42.599998474121094,41.0099983215332,42.599998474121094,42.599998474121094,444339,TMV.DE
